"lang"
{
	"Language"		"English"
		"econ_diretide_bats""Diretide Bats"
		"econ_midnight_pulse""Midnight Lotus"
		"econ_raze""Shadow Raze"
		"econ_snow""Snow"
		"econ_sparkles""Frostivus Magic"
		"feedback""BUG & Suggestion"
		"default_feedback""Write here your feedback, suggestion and ideas. Joker Coin will be rewarded for valuable message."
		"feedback_send""SEND"
		"feedback_cooldown""You recently sent a message. Wait little time for send new message."
		"feedback_blocked""Content must not be empty."
		"WearableShort""Wearable"
		"KillEffectShort""Kill Effect"
		"KillSoundShort""Kill Sound"
		"econ_season_2021_1""2021 Season One Limited"
		"CosmeticsAbility""Cosmetics Ability"
		"econ_seasonal_ti9_banner""Battle Standard"
		"econ_seasonal_ti9_shovel""Trusty Shovel"
		"econ_seasonal_ti9_instruments""Drums of War"
		"econ_seasonal_ti9_monkey""Summon Monkey"
		"econ_seasonal_summon_ti9_balloon""Summon Sky Snake"
		"econ_seasonal_throw_snowball""Throw Snowball"
		"econ_seasonal_festive_firework""Festive Firework"
		"econ_seasonal_decorate_tree""Decorate Tree"
		"econ_seasonal_summon_snowman""Build Snowman"
		"econ_seasonal_summon_cny_balloon""Year of the Rat Balloon"
		"econ_seasonal_summon_dragon""Dancing Dragon"
		"econ_seasonal_summon_cny_tree""Tree Decorations"
		"econ_seasonal_firecrackers""Firecrackers"
		"econ_high_five_custom""High Five"
		"DOTA_Tooltip_ability_high_five_custom""High Five"
		"DOTA_Tooltip_ability_high_five_custom_Description""Throw your hand (or handy appendage) in the air!"
		
		
		"econ_seasonal_ti10_disco_ball""Disco Ball"
		"econ_seasonal_ti10_guild_banner""Guild Banner"
		"econ_seasonal_ti10_portal""Portal"
		"econ_seasonal_ti10_soccer_ball""Soccer Ball"
		"econ_seasonal_ti10_hot_potato""Hot Pepper"
		"econ_seasonal_ti10_hot_potato_throw_existing_potato""Throw Hot Pepper"
		"econ_seasonal_summon_penguin""Summon Penguin"
		
		
		"econ_bear_cry_spray""Cry"
		"econ_diretide_apple_spray""Candy Apple"
		"econ_diretide_boo_spray""Boo!"
		"econ_diretide_brood_spray""Broodmother Sweater"
		"econ_diretide_bs_spray""Bloodseeker"
		"econ_diretide_cat_spray""Cute Cat"
		"econ_diretide_dp_spray""Death Prophet"
		"econ_diretide_gummy_spray""Gummy Vitamins"
		"econ_diretide_lycan_spray""Lycan N' Friends"
		"econ_diretide_roshan_spray""Baby Roshan"
		"econ_diretide_taffy_spray""Greevil Taffy"
		"econ_ez_spray""EZ"
		"econ_based_spray""BASED"
		"econ_furbolg_highfive_spray""High Five"
		"econ_invoker_smart_spray""Thinking"
		"econ_kekw_spray""KEKW"
		"econ_kekw_spray_description""We put together a patch with some hats, fixed some bugs and added improvements then we released it. But, we forgot to balance the bear."
		"econ_kekwait_spray""KEKWait"
		"econ_liltree_happy_spray""Happy Little Tree"
		"econ_liltree_sad_spray""Sad Tree"
		"econ_lina_angry_spray""Angry"
		"econ_lion_xd_spray""Funny"
		"econ_mirana_shh_spray""Shhh"
		"econ_monkas_spray""monkaS"
		"econ_monkey_zen_spray""Zen"
		"econ_monkeyking_monkeychamp_spray""Whoa"
		"econ_naturesprophet_o_o_spray""Nervous"
		"econ_omegalul_spray""OMEGALUL"
		"econ_pogu_spray""PogU"
		"econ_pudge_nailedit_spray""Nailed It!"
		"econ_roflan_spray""Roflan"
		"econ_sf_shrug_spray""Shrug"
		"econ_shaker_confus_spray""Question"
		"econ_ti10_chicken_spray""Chicken"
		"econ_ti10_darkwillow_wow_spray""Waow!"
		"econ_ti10_grimstroke_happytree_spray""Grimstroke"
		"econ_ti10_invoker_sunstrike_spray""Invoker"
		"econ_ti10_jakiro_spray""Jakiro"
		"econ_ti10_jugg_spray""Juggernaut"
		"econ_ti10_kotl_mana_spray""Giff Me Mana"
		"econ_ti10_mars_fightme_spray""Fight Me!!"
		"econ_ti10_morphling_spray""Morphling"
		"econ_ti10_np_popcorn_spray""Popcorn"
		"econ_ti10_ogre_think_spray""Confused"
		"econ_ti10_roshan_cheese_spray""Roshan"
		"econ_ti10_rubick_spray""Rubick"
		"econ_ti10_snapfire_cookie_spray""Cookies"
		"econ_ti10_sven_spray""Sven"
		"econ_ti10_techies_barrel_spray""Techies"
		"econ_ti10_troll_loser_spray""Sore Loser"
		"econ_ti10_undying_rip_spray""Rest in Peace"
		"econ_ti10_wisp_strong_spray""Wisp"
		"econ_ti10_wraithking_cdi_spray""Wraith King"
		"econ_ti9_aa_icecream_spray""Ice Cream"
		"econ_ti9_bountyhunter_riches_spray""Riches"
		"econ_ti9_earthshaker_dunk_spray""Dunk"
		"econ_ti9_legioncommander_loser_spray""Loser"
		"econ_ti9_legioncommander_winner_spray""Winner"
		"econ_ti9_lion_zap_spray""Zap"
		"econ_ti9_meepo_dirt_nap_spray""Dirt Nap"
		"econ_ti9_monkeyking_bananaphone_spray""Bananaphone"
		"econ_ti9_phoenix_eggy_spray""Eggy"
		"econ_ti9_puck_dagoned_spray""Dagoned"
		"econ_ti9_pugna_magic_spray""Magic"
		"econ_ti9_riki_hidden_spray""Hidden"
		"econ_ti9_skywrath_dunno_spray""Dunno"
		"econ_ti9_spiritbreaker_choochoo_spray""ChooChoo"
		"econ_ti9_sven_strength_spray""Strength"
		"econ_ti9_tusk_snowball_spray""Snowball"
		"econ_ti9_ursa_funny_bear_spray""Funny Bear"
		"econ_ti9_wyvern_kiss_spray""Kiss"
		"econ_ti9_zeus_jump_spray""Jump"
		"econ_tide_thumbsup_spray""Thumbs Up"
		"econ_black_question_spray""Question"
		"econ_doge_spray""Doge"
		"econ_mur_cat_spray""Mur Cat"
		"econ_mushroom_head_spray""Good Game"
		"econ_panda_head_spray""Speechless"
		"econ_tibetan_fox_spray""Tibetan Fox"
		"econ_fake_smile_spray""Fake Smile"
		"econ_hao_zi_wei_zhi_spray""Beaten"
		"econ_hard_on_eyes_spray""Hard on Eyes"
		"econ_joker_spray""Joker is Myself"
		"econ_nothing_worthy_spray""Nothing Worthy"
		"econ_zhen_xiang_spray""Taste Good"
		
		"DOTA_Tooltip_ability_spray_tooltip""Sprays"
		"DOTA_Tooltip_ability_spray_tooltip_Description""Leave your own spray on the map, visible to everyone!<br>Each taunt item can reduce 1s max cooldown.<br>You can choose or take off spray in <font color='#f3c409'>Inventory</font>"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_shard_description"""
		"DOTA_Tooltip_ability_bounty_hunter_track_shard_description"""
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal_shard_description"""
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_shard_description"""
		
		"High_five_LeftHanging""tried to High Five but was left hanging."
		"and""and"
		"High_five_just""just High Fived."
		"High_five_LeftHanging""tried to High Five but was left hanging."
		"econ_season_2021_2""2021 Season Two Limited"
		"econ_season_2021_3""2021 Season Three Limited"
		
		"coin_80""80 Joker Coins"
		"coin_400""400 Joker Coins"
		"coin_1280""1280 Joker Coins"
		"off_11""-11%"
		"off_22""-22%"
		"buy_rmb_11""Buy $2.9"
		"buy_rmb_49""Buy $10.9"
		"buy_rmb_139""Buy $29.9"
		"BuyCoin""Buy Joker Coins"
		"PaymentSuccess""Payment Success, Joker Coin +"
		"UseBrowerToPay""Please use web browser to pay..."
		"PleaseSelectPayment""Please select payment way..."
		"SubscribeByCash""Subscribe By Cash"
		"DOTA_Tooltip_ability_item_chaos_scroll_lua""Chaos Scroll"
		"DOTA_Tooltip_ability_item_chaos_scroll_lua_Description""<h1>Use:Total Chaos</h1>Unlearns a <font color='#FF7800'>random</font> ability and get a new <font color='#FF7800'>random</font> ability."
		"dota_hud_error_only_random_map""Only can use random_1x8 Map"
		"dota_hud_error_random_map_can_not_use""random_1x8 Map can't use it"
		
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua""Anchor Smash"
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_Description""Tidehunter swings his mighty anchor to attack and deal bonus damage to nearby enemies and reduce their attack damage."
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_Lore""Stolen from one of Admiral Kunkka's flagships, Leviathan's heavy anchor proves useful as a melee weapon."
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_attack_damage""ATTACK BONUS DAMAGE:"
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_damage_reduction""%DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_reduction_duration""DURATION:"
		"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_radius""RADIUS:"
		
		"DOTA_Tooltip_modifier_anchor_smash_reduction_lua""Anchor Smash"
		"DOTA_Tooltip_modifier_anchor_smash_reduction_lua_Description""Damage reduced by %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%"
		"author_reply""Author's Reply"
		"author_thanks_for_feedback""Author: Thanks for your feedback."
		
		"DOTA_Tooltip_ability_broodmother_spin_web_scepter_description"""
		"DOTA_Tooltip_ability_dazzle_bad_juju_shard_description"""
		
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua""Gravekeeper's Cloak"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_Description""Visage generates a layered barrier that protects him from damage.<br><br>Layers can be removed by heroes and by creeps. Heroes remove %hero_multiplier% layers and creeps remove one. Layers take time to recover."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_shard_Description""Grants Visage the ability to cast Stone Form. Restores up to 35% of your health. Cooldown: 60. Manacost: 125."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_Lore""Visage's tough scales share equal properties of ghost and stone, making it nearly impervious to blade and magical assault."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_Note0""Each time Visage receives damage greater than the Minimum Damage that was not self-inflicted, a layer is removed."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_Note1""Familiars within %radius% range of Visage will receive the current damage reduction from Gravekeeper's Cloak."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_damage_reduction""%DAMAGE REDUCTION PER LAYER:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_max_layers""MAX LAYERS:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_recovery_time""LAYER RECOVERY TIME:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_minimum_damage""MINIMUM DAMAGE:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_lua_max_damage_reduction""%MAX DAMAGE REDUCTION:"
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_lua""Gravekeeper's Cloak"
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_lua_Description""Gaining bonus damage reduction per stack."
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_secondary_lua""Gravekeeper's Cloak"
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_secondary_lua_Description""Gaining damage reduction."
		
		"DOTA_Tooltip_ability_wisp_spirits_lua""Spirits"
		"DOTA_Tooltip_ability_wisp_spirits_lua_Description""Summon %spirits_count% particle spirits that dance in a circle around Io. If a particle collides with an enemy hero, it explodes, damaging all enemy units in an area around it.Creeps take minor damage from touching a particle spirit, but do not cause them to explode. When its duration ends, any remaining Spirits explode."
		"DOTA_Tooltip_ability_wisp_spirits_lua_Lore""Io twists the particles of the universe with its unimaginable capabilities."
		"DOTA_Tooltip_ability_wisp_spirits_lua_Note0""After summoning, Io can call the spirits in and out."
		"DOTA_Tooltip_ability_wisp_spirits_lua_scepter_description""Spirits now passively spawn around Io constantly every second. Max of 5."
		"DOTA_Tooltip_ability_wisp_spirits_lua_creep_damage""CREEP DAMAGE:"
		"DOTA_Tooltip_ability_wisp_spirits_lua_hero_damage""HERO DAMAGE:"
		"DOTA_Tooltip_ability_wisp_spirits_lua_max_range""OSCILLATION RADIUS:"
		"DOTA_Tooltip_ability_wisp_spirits_lua_explode_radius""EXPLOSION RADIUS:"
		"DOTA_Tooltip_ability_wisp_spirits_lua_spirit_duration""DURATION:"
		
		"DOTA_Tooltip_ability_wisp_spirits_in_lua""Spirits Movement"
		"DOTA_Tooltip_ability_wisp_spirits_in_lua_Description""Sends the spirits closer to you. Can be toggled on and off."
		
		"DOTA_Tooltip_modifier_wisp_spirits_active""Spirits"
		"DOTA_Tooltip_modifier_wisp_spirits_active_Description""Surrounded by friendly spirits."
		
		"DOTA_Tooltip_modifier_skywrath_mage_shard_bonus_counter_lua""Hero Shard Upgraded"
		"DOTA_Tooltip_modifier_skywrath_mage_shard_bonus_counter_lua_Description""Everytime you cast abilities you gain +5 Intelligence and +1 Armor for 35 seconds. Stacks independently."
		
		"DOTA_Tooltip_ability_taunt_tooltip""Taunt"
		"DOTA_Tooltip_ability_taunt_tooltip_Description""Use your Hero Taunt.Available as an equippable item."
		
		"SingleItemTooptip""Please click an slot above to switch item."
		
		"DOTA_Tooltip_ability_item_rune_forge""Unstable Rune"
		"DOTA_Tooltip_ability_item_rune_forge_Description""<h1>Active: Rune Forge</h1>Create a Random rune near hero. Can not use in Fountain Area."
		
		"DOTA_Tooltip_Ability_item_recipe_aeon_disk_lua""Aeon Disk Recipe"
		
		"DOTA_Tooltip_Ability_item_aeon_disk_lua""Aeon Disk"
		"DOTA_Tooltip_ability_item_aeon_disk_lua_Description""<h1>Passive: Combo Breaker</h1> When you take damage and your health falls below %health_threshold_pct%%, a strong dispel is applied and you gain a %buff_duration% second buff that provides +%status_resistance%%% Status Resistance and causes all damage you deal and are dealt to be reduced to zero. Can trigger from creep damage."
		"DOTA_Tooltip_ability_item_aeon_disk_lua_lore""A powerful artifact long ago smuggled out of the Ivory Incubarium. Or so many believe."
		"DOTA_Tooltip_ability_item_aeon_disk_lua_bonus_health""+$health"
		"DOTA_Tooltip_ability_item_aeon_disk_lua_bonus_mana""+$mana"
		
		"DOTA_Tooltip_modifier_item_aeon_disk_lua_buff""Combo Breaker"
		"DOTA_Tooltip_modifier_item_aeon_disk_lua_buff_Description""All incoming and outgoing damage negated."
		"econ_season_2021_4""2021 Season Four Limited"
		"econ_season_2022_1""2022 Season One Limited"
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_lua""Chain Lightning"
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_lua_Description""Releases a bolt of electricity which bounces between nearby enemies, dealing %initial_damage% damage to each."
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_lua_radius""BOUNCE RADIUS:"
		"econ_season_2022_2"	"2022 Season Two Limited"
		"econ_season_2022_3"	"2022 Season Three Limited"
		"econ_season_2022_4"	"2022 Season Four Limited"
		"econ_season_2023_1"	"2023 Season One Limited"
		

		//english/Draw.txt
		"Draw"			"Wild Exploration"
		"Draw_PoolCountDownTitle"	"Time Remaining："
		"Draw_PoolNextPoolTitle"	"Next Exploration:"
		"OpenBoxResult" "Congratulations!"
		"Draw_do_1"	"Explore ×1"
		"Draw_do_10" "Explore ×10"
		"Draw_go_draw"	"Explore"
		"Draw_go_redeem"	"Redeem"
		"Draw_reach_limit"	"Insufficient Times"
		"Draw_token_not_enough"	" is Insufficient."
		"Draw_fail"	"Failed!"

		//english/Econ.txt
		"item_2000001"		"Barrage·Dire Tide"
		"item_2000002"		"Barrage·New Bloom"
		"item_2000003"		"Barrage·Planet Fall"
		"item_2000004"		"Barrage·Flockheart's Gamble"
		"item_2000005"		"Barrage·Rainbow"
		"item_2000006"		"Barrage·Neon"
		"item_2000007"		"Barrage·Rubick"
		"item_2000008"		"Barrage·2019 Frostivus"
		"item_1000001"		"TI10 Attack Effect"
		"item_1000002"		"TI9 Attack Effect"
		"item_1000003"		"Coconut"
		"item_1000004"		"Durian"
		"item_1000005"		"Desolation Fire"
		"item_1000006"		"Gift"
		"item_1000007"		"Rainbow Spear"
		"item_1000008"		"Necronub"
		"item_1000009"		"Radiant Rock"
		"item_1000010"		"Dire Rock"
		"item_1000011"		"Radiant Fire"
		"item_1000012"		"Dire Fire"
		"item_9000001"		"Bladeform Legacy"
		"item_9000002"		"Cult of Aktok"
		"item_9000003"		"Atomic Ray Thrusters"
		"item_9000004"		"Profane Union"
		"item_9000005"		"First of the Flood"
		"item_9000006"		"The Order of Cyprin"
		"item_9000007"		"Arcanic Resonance Beam"
		"item_9000008"		"Abscession"
		"item_9000009"		"Wing of Ristul"
		"item_9000010"		"Transversant Soul"
		"item_9000011"		"Dragon Wings"
		"item_9000012"		"Scavenging Guttleslug"
		"item_9000013"		"Monarch of the Sapphire Glen"
		"item_9000014"		"Span of Sorrow"
		"item_9000015"		"Wing of Demon Eater"
		"item_9000016"		"Crimson Transversant Soul"
		"item_9000017"		"Golden Scavenging Guttleslug"
		"item_9000018"		"Flight of Epiphany"
		"item_9000019"		"Crimson Flight of Epiphany"
		"item_9000020"		"Golden Flight of Epiphany"
		"item_9000021"		"Stuntwood Sanctuary"
		"item_9000022"		"Cyrridae"
		"item_9000023"		"Golden Cyrridae"
		"item_9000024"		"2020 Winter Limited"
		"item_8000001"		"Cluckles the Brave"
		"item_8000002"		"Nian"
		"item_8000003"		"Azuremir"
		"item_8000004"		"Jade Dragon"
		"item_8000005"		"Wabbit"
		"item_8000006"		"Duskie"
		"item_8000007"		"Serac the Seal"
		"item_8000008"		"Scuttling Scotty"
		"item_8000009"		"Hollow Jack"
		"item_8000010"		"Spooly"
		"item_8000011"		"Fraidy Jack"
		"item_8000012"		"Atrophic Skitterwing"
		"item_8000013"		"Scatterbrains"
		"item_8000014"		"Strongback the Swift"
		"item_8000015"		"Almond the Frondillo"
		"item_8000016"		"Butch"
		"item_8000017"		"nil"
		"item_8000018"		"Faceless Rex"
		"item_8000019"		"Pudgling"
		"item_8000020"		"Itsy"
		"item_8000021"		"Jadehoof"
		"item_8000022"		"Icewrack Wolf Pup"
		"item_8000023"		"Golden Flopjaw"
		"item_8000024"		"Golden Beetlejaws"
		"item_8000025"		"Gold Dragon Whelp"
		"item_8000026"		"Golden Greevil"
		"item_8000027"		"Golden Devourling"
		"item_8000028"		"Golden Seekling"
		"item_8000029"		"Golden Venoling"
		"item_8000030"		"Golden Huntling"
		"item_8000031"		"Golden Doomling"
		"item_8000032"		"Golden Krobeling"
		"item_8000033"		"Baby Roshan (Default)"
		"item_8000034"		"Jade Baby Roshan"
		"item_8000035"		"Scatterbrains"
		"item_8000036"		"Baby Roshan (Honey Heist)"
		"item_8000037"		"Baby Roshan (2017)"
		"item_8000038"		"Baby Roshan (Golden)"
		"item_8000039"		"Baby Roshan (Gingerbread)"
		"item_8000040"		"Baby Roshan (Desert Sand)"
		"item_8000041"		"Baby Roshan (Lava)"
		"item_8000042"		"Baby Roshan (Platinum)"
		"item_8000043"		"Icy Baby Roshan"
		"item_6000001"		"Bai Tuo Shei Qu"
		"item_6000002"		"Zou Hao Bu Song"
		"item_6000003"		"Lakad Matataaaag"
		"item_6000004"		"Zhe Bo Bu kui"
		"item_6000005"		"Dui You Ne"
		"item_6000006"		"Ni Qi Bu Qi"
		"item_6000007"		"Zai Jian Le Bao Bei"
		"item_6000008"		"Gan Ma Ne Xiong Di"
		"item_6000009"		"Lian Dou Xiu Wai"
		"item_6000010"		"Wan Bu Liao La"
		"item_6000011"		"Gao Fu Shuai"
		"item_6000012"		"Piao Liang"
		"item_6000013"		"Oyoy oy oy"
		"item_6000014"		"Next level play"
		"item_6000015"		"Echo Slama Jama"
		"item_6000016"		"Ding Ding Ding"
		"item_6000017"		"Ni Xing Ni Shang"
		"item_6000018"		"Ni Da Wo Ya"
		"item_6000019"		"Tiao Zou Le"
		"item_6000020"		"Ai Ai Ai"
		"item_6000021"		"What The F***"
		"item_6000022"		"Nothing Can Stop"
